schedstr,MP1,FF1,FF2,FF3,FF4,ED1,ED2,ED3,ED4,x_year,x_date,y
2002-12-10,0.0,0.0,-0.005,0.005,0.005,0.005,0.01,0.03,0.04,2002.9547025987035,2002-12-15 11:11:41.152714647,-0.5817180325148807
2003-01-29,0.005,0.0,0.005,0.015,0.025,0.0325,0.04,0.055,0.05,2003.111773142659,2003-02-10 19:07:57.826897489,0.0529090642916213
2003-03-18,0.023846154,0.01,0.015,-0.005,-0.01,0.01,-0.005,0.0025,-0.01,2003.1988470583024,2003-03-14 13:54:00.830623311,-0.5677167783050899
2003-05-06,0.031,0.025,0.015,-0.025,-0.05,-0.03,-0.0775,-0.11,-0.145,2003.341634780126,2003-05-05 16:43:14.426053993,-1.1783944019326875
2003-06-25,0.125,0.03,0.125,0.115,0.105,0.115,0.115,0.135,0.13,2003.4759986068548,2003-06-23 17:44:52.065772126,-1.5647487905505233
2003-08-12,0.0,0.0,0.0,0.0,0.0,-0.005,-0.015,-0.05,-0.08,2003.6145968808505,2003-08-13 07:52:07.234501782,-0.8319239166291473
2003-09-16,0.0,0.0,0.0,0.005,0.0,0.0,-0.005,0.0,-0.0025,2003.7140816419385,2003-09-18 15:21:18.660172276,-0.8690376544411128
2003-10-28,0.0,0.0,0.0,0.0,-0.01,-0.0225,-0.085,-0.12,-0.125,2003.7924684157651,2003-10-17 06:01:23.959569541,-0.1231692429546509
2003-12-09,0.0,0.0,0.005,-0.005,-0.005,-0.005,0.0025,0.05,0.075,2003.9203230735543,2003-12-02 22:01:48.447608413,-0.1853719683262431
2004-01-28,0.0,0.0,0.0,0.01,0.01,0.0275,0.11,0.1875,0.245,2004.0300992064808,2004-01-12 00:23:29.147019305,-0.1202397794360976
2004-03-16,0.010333333,0.005,0.0,0.005,-0.01,-0.025,-0.055,-0.085,-0.1,2004.2431940527492,2004-03-30 00:12:59.613657304,-0.2846812315994694
2004-05-04,-0.011481481,-0.01,-0.0075,-0.005,-0.0075,-0.005,0.005,0.015,0.015,2004.3437003011163,2004-05-05 19:03:48.402020534,0.0101955962147037
2004-06-30,-0.01,0.0,-0.01,-0.02,-0.015,-0.04,-0.03,-0.025,-0.025,2004.4922479667805,2004-06-29 03:54:22.104719570,0.2726848325511719
2004-08-10,0.014761905,0.01,0.015,0.035,0.04,0.035,0.045,0.05,0.05,2004.6068699476648,2004-08-10 02:44:44.233035077,0.7547114179709608
2004-09-21,0.0,0.0,0.0,0.0,-0.005,-0.015,-0.015,-0.02,-0.03,2004.751698970192,2004-10-02 02:55:25.514996658,0.5328955868816047
2004-11-10,0.0,0.0,-0.005,-0.005,-0.01,-0.005,-0.025,-0.035,-0.05,2004.827291278819,2004-10-29 18:55:35.735328321,1.071973573588615
2004-12-14,0.0,0.0,0.0025,-0.005,-0.005,-0.0075,-0.015,-0.015,-0.02,2004.963169015266,2004-12-18 12:28:35.868346789,0.6406686018961537
2005-02-02,-0.005384615,-0.005,0.0,0.0,0.0,-0.005,-0.01,-0.015,-0.015,2005.1069132966056,2005-02-09 00:33:37.721755013,0.4461321673713867
2005-03-22,0.0,0.0,0.0,0.0075,0.01,0.03,0.07,0.095,0.105,2005.212099486692,2005-03-19 09:59:29.412321063,0.5378950246221704
2005-05-03,0.0,0.0,0.0,0.005,0.01,0.01,0.025,0.0325,0.035,2005.349059781086,2005-05-08 09:45:49.256328035,1.002994832600686
2005-06-30,-0.0025,0.0,-0.0025,0.005,0.015,0.045,0.055,0.055,0.06,2005.4859210767129,2005-06-27 08:40:07.075217521,1.0212250055751075
2005-08-09,-0.007045455,-0.005,-0.005,-0.01,-0.015,-0.005,-0.02,-0.025,-0.03,2005.6189169204772,2005-08-14 21:42:44.004169117,0.6068971653186954
2005-09-20,0.045,0.015,0.03,0.045,0.035,0.035,0.025,0.015,0.02,2005.713277531092,2005-09-18 08:18:40.220516983,0.8917731891043278
2005-11-01,-0.005172414,-0.005,0.0,0.0,0.0,0.005,0.015,0.015,0.015,2005.8367624218704,2005-11-02 10:02:19.736104606,1.2387805820073183
2005-12-13,-0.008611111,-0.005,0.0,-0.005,-0.005,-0.0025,-0.025,-0.04,-0.04,2005.9501802951595,2005-12-13 19:34:45.788149931,1.3117683873549302
2006-01-31,0.01,0.0,0.01,0.01,0.025,0.03,0.025,0.035,0.04,2006.121043167355,2006-02-14 04:20:17.325709897,1.501882019815265
2006-03-28,0.005,0.005,0.005,0.025,0.03,0.035,0.05,0.06,0.06,2006.2494715679995,2006-04-02 01:22:15.368433337,1.482136265714813
2006-05-10,0.0,0.0,0.01,0.03,0.035,0.035,0.055,0.065,0.065,2006.3611441058808,2006-05-12 19:37:20.523058152,1.4259692508930644
2006-06-29,-0.015,-0.005,-0.015,-0.03,-0.03,-0.05,-0.055,-0.055,-0.055,2006.5036329028555,2006-07-03 19:49:27.224452395,1.1699229537968518
2006-08-08,-0.047173913,-0.035,-0.035,-0.035,-0.035,-0.035,-0.035,-0.025,-0.03,2006.586184374818,2006-08-02 22:58:30.444260560,1.125119711744494
2006-09-20,0.0,0.0,-0.005,0.0,0.0,0.015,0.015,0.02,0.03,2006.723288667419,2006-09-22 00:00:31.415724192,0.7217879345509498
2006-10-25,-0.005,0.005,-0.005,-0.005,-0.005,-0.005,-0.005,-0.015,-0.01,2006.8195874681824,2006-10-27 03:35:10.396598982,0.3756558450332691
2006-12-12,0.0,0.0,0.0,-0.0025,-0.005,-0.005,-0.015,-0.05,-0.055,2006.9494378511183,2006-12-13 13:04:32.072867296,0.7541659313384568
2007-01-31,-0.005,0.0,-0.005,-0.005,0.0,0.0,-0.005,-0.01,-0.01,2007.0834101827224,2007-01-31 10:40:23.522335049,0.9981564928539216
2007-03-21,0.0,0.0,-0.005,-0.01,-0.01,-0.05,-0.095,-0.115,-0.12,2007.2261034057224,2007-03-24 12:39:57.002860647,0.5688618389835375
2007-05-09,0.007045455,0.005,0.0,0.005,0.005,0.005,0.035,0.055,0.07,2007.3658888935047,2007-05-14 13:11:12.145563864,0.3639385052383818
2007-06-28,0.0,0.0,0.0,0.0,0.005,0.005,0.01,0.02,0.025,2007.5181407688972,2007-07-09 02:54:47.287941563,0.1291831144289704
2007-08-07,-0.000922619,0.005,0.02,-0.0075,-0.03,-0.0525,-0.08,-0.075,-0.08,2007.5975647798075,2007-08-07 02:40:02.896009285,-2.051741725887635
2007-09-18,-0.2125,-0.085,-0.18,-0.155,-0.155,-0.18,-0.185,-0.175,-0.16,2007.713089591144,2007-09-18 06:39:53.346313978,-2.29378021171286
2007-10-31,-0.02,0.0,-0.02,0.015,0.03,0.015,0.06,0.085,0.09,2007.829395464182,2007-10-30 17:30:15.358442636,-2.007080424924792
2007-12-11,0.031,0.02,0.045,0.025,0.035,0.185,0.125,0.02,-0.055,2007.9394576649745,2007-12-09 21:38:56.922635762,-1.397512873187434
2008-01-30,-0.575,-0.1325,-0.335,-0.265,-0.235,-0.275,-0.225,-0.16,-0.105,2008.083592477165,2008-01-31 14:16:34.749902003,-1.2491902202920253
2008-03-18,0.192557692,0.1,0.17,0.175,0.1775,0.085,0.105,0.115,0.125,2008.2082778887077,2008-03-17 05:30:46.707870320,-1.2842839975448554
2008-04-30,-0.06,0.0,-0.06,-0.065,-0.065,-0.06,-0.08,-0.08,-0.05,2008.3300791575955,2008-04-30 19:24:55.153147680,-1.2502405072125002
2008-06-25,-0.01,0.0,-0.01,-0.035,-0.045,-0.065,-0.05,-0.045,-0.06,2008.481837517705,2008-06-25 08:27:38.719871092,-0.349399425645209
2008-08-05,-0.005961538,-0.005,-0.01,-0.0225,-0.025,-0.025,-0.035,-0.03,-0.04,2008.589707924364,2008-08-03 19:59:39.867404758,-0.4985482682518378
2008-09-16,0.1125,0.0525,0.105,0.13,0.1275,0.14,0.1,0.09,0.09,2008.7068459656105,2008-09-15 16:56:05.862920058,-0.1816640145024578
2008-10-29,-0.181413043,-0.0975,-0.075,-0.085,-0.085,0.02,-0.06,-0.09,-0.095,2008.82429450299,2008-10-28 16:36:10.491348280,-1.851145795394939
2008-12-16,-0.149833333,-0.0725,-0.185,-0.17,-0.185,-0.26,-0.26,-0.265,-0.27,2008.963693767011,2008-12-18 17:05:09.777925769,-0.5148506652334058
